,SizeRank,ZipCode,State,City,1/31/2018,1/31/2019,1/31/2020,1/31/2021,1/31/2022,1/31/2023,12/31/2023
945,13370.0,78956.0,TX,Schulenburg,203477.1804,215729.224,236490.099,270282.089,320644.3909,341757.3814,
946,13376.0,76448.0,TX,Eastland,99804.54061,108383.431,113787.3261,123732.1758,152231.95,163467.4007,
947,13388.0,76360.0,TX,Electra,33700.09754,38575.49539,41215.74462,50133.3086,57554.19472,60637.26461,
948,13394.0,79782.0,TX,Stanton,126599.6699,146282.4561,173191.5526,177918.4839,188167.4952,179293.4187,
949,13446.0,79731.0,TX,Crane,110373.8805,119389.9903,129275.0461,139353.2962,163831.6106,164695.0619,
950,13464.0,78619.0,TX,Driftwood,557050.3322,579058.029,615114.3949,709812.0139,949497.461,984935.7865,
951,13464.0,77362.0,TX,Pinehurst,250496.5933,260981.8735,274893.087,295372.7733,359094.5185,383110.0547,
952,13566.0,75692.0,TX,Waskom,159247.8968,167489.2038,173738.5183,163801.2458,181715.6929,184422.3008,
953,13624.0,78595.0,TX,Sullivan City,59720.6175,63835.86969,69640.43274,86125.00585,94917.94157,119111.9864,
954,13630.0,76531.0,TX,Hamilton,100738.4687,104730.8269,109383.4668,121923.9103,168566.5831,167977.6214,
955,13643.0,76802.0,TX,Early,144940.556,156289.3154,165659.3654,181997.7534,218280.2821,228876.8476,
956,13662.0,76821.0,TX,Ballinger,86872.2381,99732.49754,110801.5954,123292.8973,144344.9364,135471.1605,
957,13693.0,75756.0,TX,Brownsboro,178426.3278,190193.6296,191771.8553,216631.5953,266780.6505,279979.2989,
958,13752.0,75839.0,TX,Elkhart,136842.5173,140928.1273,149882.6805,167466.1041,202386.0181,217085.8756,
959,13771.0,77856.0,TX,Franklin,214212.4317,216056.1624,224932.7455,230173.7988,316902.3027,299548.9702,
960,13787.0,75709.0,TX,Tyler,186731.3305,191689.5868,201885.4554,218066.9075,255805.3238,275572.2007,
961,13809.0,75831.0,TX,Buffalo,130838.8743,139661.7605,160994.4699,176034.9762,227667.8157,227383.6044,
962,13817.0,76527.0,TX,Florence,259400.8552,275533.0543,294957.0866,344828.9293,441582.3238,451239.1063,
963,13832.0,77050.0,TX,Houston,111677.6521,123962.7181,133731.8007,151280.5148,164474.6129,191496.6887,
964,13843.0,78022.0,TX,George West,159658.967,155514.989,160212.5492,173897.1844,192573.1386,180197.1227,
965,13843.0,75144.0,TX,Goodlow Park,113967.2051,124498.237,137951.3482,155930.2956,198471.176,211963.7068,
966,13850.0,78947.0,TX,Lexington,229676.0618,242684.1261,260630.2761,291317.3331,362937.8358,382054.0976,
967,13881.0,77831.0,TX,Bedias,160073.6229,163958.8838,178584.8608,208333.2256,262271.7726,277205.2018,
968,13897.0,75946.0,TX,Garrison,140280.3457,145458.7057,159209.0001,168806.7142,198572.4065,207517.2141,
969,13999.0,75966.0,TX,Newton,109835.3487,114663.5431,131906.6599,114911.7789,129954.1149,131809.8815,
970,14006.0,79036.0,TX,Fritch,92127.79302,98143.80029,98158.65568,105279.3801,119621.5788,123461.5791,
971,14016.0,77962.0,TX,Ganado,146021.607,152782.8888,171087.6641,195287.711,232175.9196,218015.9842,
972,14026.0,76259.0,TX,Ponder,245826.1957,263363.5679,269558.7833,293430.9395,352622.5152,388393.0666,
973,14027.0,75656.0,TX,Hughes Springs,104375.653,104250.1203,114362.3957,125694.0032,165032.7704,160166.3299,
974,14037.0,78575.0,TX,Rancho Viejo,168826.9285,171920.2254,168965.1871,183815.9996,223776.6991,239177.9418,
975,14081.0,76559.0,TX,Nolanville,180610.9231,190452.3395,199697.7961,221731.3168,268394.4201,293197.3121,
976,14132.0,75496.0,TX,Wolfe City,140161.942,143448.0915,163788.0545,181989.8457,229430.4736,253360.9884,
977,14141.0,78208.0,TX,San Antonio,109446.4354,124236.3465,138160.925,157965.0419,182466.247,194399.6534,
978,14157.0,79373.0,TX,Tahoka,98269.67671,104496.5934,107202.7031,124974.336,133982.6837,127749.1092,
979,14174.0,77984.0,TX,Shiner,179048.5882,192812.4798,209081.5149,222413.2323,277177.4154,289358.3317,
980,14187.0,77434.0,TX,Eagle Lake,91625.31011,90622.83631,102319.9365,117638.8427,128090.52,127388.1142,
981,14191.0,76374.0,TX,Olney,63930.44785,67730.83178,72493.35428,83888.83795,95518.00418,109650.0373,
982,14272.0,75561.0,TX,Hooks,99662.05446,102102.4385,109000.5614,121720.6921,140253.329,146233.3747,
983,14315.0,78655.0,TX,Martindale,225077.3656,234571.8465,245614.7328,268760.3632,340171.4727,360218.0723,
984,14322.0,75969.0,TX,Pollok,160484.9313,162476.9139,183378.5305,195706.4105,232769.1155,230790.3414,
985,14347.0,76476.0,TX,Tolar,232933.4125,245977.6287,255715.8298,280876.7347,358919.1883,353049.4002,
986,14367.0,75683.0,TX,Ore City,105917.0632,113631.6583,113426.2922,124229.7462,142989.9372,152520.3237,
987,14372.0,77880.0,TX,Washington,268943.4153,277579.9036,293811.2979,330625.9464,421275.7624,492102.0642,
988,14391.0,77435.0,TX,East Bernard,194330.5832,197154.6889,222695.8427,239166.6352,271472.6821,282522.0183,
989,14394.0,78164.0,TX,Yorktown,117566.6825,124916.5472,135782.087,143252.0925,169404.1554,166805.8239,
990,14424.0,78069.0,TX,Somerset,155008.1377,164493.2123,177316.3358,201551.1721,220579.957,226370.1772,
991,14429.0,75426.0,TX,Clarksville,70217.91335,72357.71718,79534.79959,92373.53893,104646.2974,105836.6667,
992,14483.0,75166.0,TX,Lavon,272475.6863,280726.2181,286503.8892,308463.5471,374439.1293,390081.3425,
993,14511.0,79068.0,TX,Panhandle,125097.2626,134555.9227,136183.7509,145168.9264,170076.0937,180199.1844,
994,14550.0,76664.0,TX,Mart,78204.86552,83196.97569,91740.39229,111375.4779,136822.8078,150935.4798,
995,14564.0,78662.0,TX,Red Rock,247869.4143,268246.2667,278446.9315,326055.94,436547.3636,505482.112,
996,14627.0,75473.0,TX,Powderly,176353.9279,184029.2988,181197.3636,200553.9232,247841.4984,261589.2032,
997,14629.0,75563.0,TX,Linden,96300.20227,95624.14507,103166.1002,108505.0307,150121.507,141776.0076,
998,14632.0,78140.0,TX,Nixon,75816.72066,81806.02301,91781.96363,100707.7375,123193.55,125014.9201,
999,14696.0,76651.0,TX,Italy,141142.4376,149700.1996,158472.7165,177827.9776,216041.3743,223468.1625,
1000,14727.0,77871.0,TX,Normangee,155543.7076,164850.8427,183335.687,198853.0077,251750.7876,258995.7478,
1001,14767.0,79081.0,TX,Spearman,106227.4905,106197.4792,101904.0751,108753.3155,124703.1589,117659.5141,
1002,14778.0,75792.0,TX,Winona,133715.5664,134396.2986,143003.4713,157116.9591,176223.4751,191694.6723,
1003,14794.0,78417.0,TX,Corpus Christi,129369.8229,127038.5973,138996.8763,148861.0601,156172.092,162367.9399,
1004,14899.0,78636.0,TX,Johnson City,290449.4965,311944.8894,337706.6109,403133.8289,532667.6686,607593.2167,
1005,14946.0,75414.0,TX,Bells,190672.6562,202953.6362,215730.2156,242666.0026,295626.1868,336028.3805,
1006,14961.0,76380.0,TX,Seymour,58153.38798,62048.62529,61305.29866,68367.83778,82525.03368,80539.03913,
1007,14973.0,75446.0,TX,Honey Grove,116256.637,124342.6284,138665.2551,154296.7001,188919.7848,202047.4545,
1008,14981.0,79014.0,TX,Canadian,143398.6239,146779.0082,150559.9609,156711.6796,168428.5943,156541.3068,
1009,14986.0,75497.0,TX,Yantis,222565.5692,252242.2712,278496.7889,330349.6368,427932.3427,430501.2314,
1010,14996.0,75202.0,TX,Dallas,229589.1175,238585.4302,243114.8371,246852.7076,290227.728,302322.7272,
1011,15014.0,79311.0,TX,Abernathy,106968.5445,112148.2606,117680.6197,129891.2573,145530.38,152078.3531,
1012,15059.0,78215.0,TX,San Antonio,264943.4959,271470.6508,284855.2755,300340.6832,339358.8835,361623.1297,
1013,15086.0,76849.0,TX,Junction,117660.568,122402.1226,134882.1689,159089.3747,203320.3841,197727.1125,
1014,15188.0,76457.0,TX,Hico,141273.4439,147202.4083,158849.9131,178825.918,252011.5226,254607.0026,
1015,15220.0,76252.0,TX,Muenster,208066.1603,212359.7442,229513.1635,254498.548,306051.4159,314838.393,
1016,15226.0,75422.0,TX,Campbell,198427.0238,213536.1607,241833.9077,270195.9531,345547.0587,376300.3582,
1017,15248.0,75790.0,TX,Van,135278.4478,140500.3533,157006.6367,175483.958,216930.9183,229797.0102,
1018,15261.0,76856.0,TX,Mason,164941.0818,175866.3242,187608.2584,212517.4111,277169.4813,282898.5166,
1019,15299.0,78025.0,TX,Ingram,208555.2957,229301.2744,247032.3938,276956.8121,329983.1482,355235.1176,
1020,15326.0,79758.0,TX,Odessa,232163.9914,265953.2798,299847.469,322439.2098,336049.7508,329936.3763,
1021,15346.0,76682.0,TX,Riesel,143110.4892,149783.3634,163301.6933,182128.3833,229161.4176,246983.323,
1022,15362.0,78377.0,TX,Refugio,85529.84906,92194.90385,108091.7222,116168.8601,130490.2183,124365.9633,
1023,15364.0,76233.0,TX,Collinsville,177815.2269,196763.9783,210287.3727,230800.3339,288098.1211,313361.1844,
1024,15390.0,78719.0,TX,Austin,192000.0005,216410.2884,225024.1363,265253.9293,365450.236,368015.5246,
1025,15430.0,76444.0,TX,De Leon,91654.39956,92980.2197,101035.1629,115960.8727,152050.27,168562.0487,
1026,15474.0,77968.0,TX,Inez,230695.3004,238103.2038,257228.6391,279024.4017,328960.0362,334710.9515,
1027,15528.0,76950.0,TX,Sonora,125183.4975,127022.3753,131996.0654,138528.3775,161329.1392,151807.5567,
1028,15529.0,79329.0,TX,Idalou,151737.4678,158353.7712,158006.4935,173737.9096,191010.7219,209420.952,
1029,15552.0,75975.0,TX,Timpson,150248.7573,151766.3185,167598.7284,188446.5862,226823.979,210634.4228,
1030,15565.0,76225.0,TX,Alvord,202631.2139,211929.1143,239539.0043,264992.8414,336298.1932,343750.871,
1031,15589.0,79235.0,TX,Floydada,63268.36499,64463.5752,66936.48168,74425.06368,65883.28518,65440.679,
1032,15600.0,75572.0,TX,Queen City,114663.2655,113701.6077,117384.1032,127472.8797,161294.8282,161238.9218,
1033,15608.0,75423.0,TX,Celeste,196333.781,204216.8706,226705.1483,249542.1001,312324.7836,330530.525,
1034,15627.0,75172.0,TX,Wilmer,92212.50459,113123.4227,136640.1363,157564.6026,173002.9131,207827.7669,
1035,15660.0,76534.0,TX,Holland,151539.8984,168312.4262,195510.6131,224680.4725,269564.8974,289576.6497,
1036,15685.0,78071.0,TX,Three Rivers,137572.4559,137650.4694,148001.6188,156388.5964,181505.646,169004.4376,
1037,15691.0,79521.0,TX,Haskell,81183.40451,81086.66487,85962.28603,86574.26801,106652.0673,108475.8877,
1038,15708.0,75058.0,TX,Gunter,329264.5027,359128.9827,383776.2014,425791.1238,521487.4901,595685.9355,
1039,15711.0,76577.0,TX,Thorndale,201215.7566,222529.3752,239887.5234,261568.8356,348853.754,364264.1096,
1040,15724.0,76470.0,TX,Strawn,52682.81949,53029.91072,56520.31551,63755.64084,75483.10661,86214.58422,
1041,15730.0,75486.0,TX,Sumner,188063.2189,194563.1124,187614.8256,209720.1596,271848.1132,283848.4855,
1042,15744.0,76823.0,TX,Bangs,98578.2427,105515.8645,115831.7184,122788.6986,147898.6638,158421.8842,
1043,15745.0,77835.0,TX,Burton,276040.6136,287999.1639,301010.9156,331646.2487,411673.518,465406.5321,
1044,15757.0,76569.0,TX,Rogers,127005.8395,144836.6295,148115.2353,176214.8207,213404.5025,230013.3615,
1045,15778.0,78941.0,TX,Flatonia,244452.9615,257839.4813,269039.5833,307655.411,368913.0886,389440.8653,
1046,15865.0,78659.0,TX,Paige,247139.883,266535.844,274449.3729,317943.819,400997.1632,450266.3175,
1047,15900.0,78373.0,TX,Port Aransas,315599.7189,298911.0863,305650.1661,329280.356,486993.3018,566376.1836,
1048,15912.0,79553.0,TX,Stamford,66804.08521,80016.98043,74556.62732,83614.46311,84941.52891,84964.36732,
1049,15923.0,75938.0,TX,Colmesneil,95970.88556,100301.1171,111724.9633,124217.2694,155030.2875,153193.5027,
1050,15930.0,75432.0,TX,Cooper,85053.44151,84681.31057,92857.91004,105465.3412,141056.5231,157876.3758,
1051,15939.0,75954.0,TX,Joaquin,133904.0911,130107.2537,148211.1166,165196.5176,191001.5615,172777.0049,
1052,15944.0,76693.0,TX,Wortham,107786.7213,114747.888,127362.3817,142981.3926,182429.4875,186586.0251,
1053,15962.0,79504.0,TX,Baird,95197.8457,103806.4858,110377.3376,117836.1857,143431.7719,136456.5035,
1054,15977.0,79567.0,TX,Winters,81875.63619,85360.84101,85311.58914,94936.00645,104951.3718,94689.47151,
1055,16071.0,75568.0,TX,Naples,101254.0507,105224.6315,111200.5904,125171.502,158531.372,149693.6672,
1056,16144.0,78010.0,TX,Center Point,209153.8097,220082.6306,244469.7373,286689.7746,362656.5711,371285.6877,
1057,16167.0,76844.0,TX,Goldthwaite,110785.2092,117527.0068,125282.2374,140256.6401,195799.9418,160440.1836,
1058,16204.0,75416.0,TX,Paris,140346.8649,141808.1582,141470.0237,154365.5603,200352.4182,211893.2025,
1059,16211.0,78832.0,TX,Brackettville,69475.19397,75766.00344,75949.28828,82596.54131,95670.47151,94613.14886,
1060,16270.0,76431.0,TX,Chico,199129.7476,205948.7085,227668.9134,252939.9972,318014.185,327291.8871,
1061,16285.0,75453.0,TX,Lone Oak,149947.017,168126.2548,187966.9792,207813.0887,260559.1389,278973.2008,
1062,16305.0,77830.0,TX,Anderson,275465.0483,299336.8661,324597.262,362265.0374,441815.9305,488702.4519,
1063,16308.0,78152.0,TX,Saint Hedwig,200321.6866,214632.1071,219386.8475,240084.9877,282680.2585,301576.4054,
1064,16314.0,79562.0,TX,Tuscola,254201.0503,267557.0674,271827.9902,290603.4351,337053.2373,352757.3308,
1065,16339.0,76648.0,TX,Hubbard,94903.96308,103903.5987,111880.0798,131796.3436,158733.2508,167430.9895,
1066,16344.0,76570.0,TX,Rosebud,77092.16561,86753.10613,93896.49793,116862.615,130777.1627,127596.1578,
1067,16362.0,75974.0,TX,Tenaha,138514.2783,138492.5661,152054.0697,169550.4118,197282.6088,187489.5774,
1068,16450.0,79041.0,TX,Hale Center,81083.42795,79748.54249,88541.3278,97673.33686,104903.8865,101090.1707,
1069,16502.0,79501.0,TX,Anson,79418.60857,86404.74327,90990.61313,98330.5957,109313.4237,118718.4342,
1070,16564.0,76071.0,TX,Newark,213326.085,224672.3432,235273.1657,254638.6913,311769.7385,327163.2167,
1071,16582.0,79042.0,TX,Happy,120750.5551,123222.4338,128083.7705,116057.7707,139259.2628,139601.283,
1072,16626.0,75433.0,TX,Cumby,144818.7722,180685.2954,195473.0067,226872.9132,265483.386,277562.0937,
1073,16658.0,76665.0,TX,Meridian,107948.7251,115426.9114,123245.3827,143026.9646,187480.0808,202573.4377,
1074,16672.0,77664.0,TX,Warren,111565.0748,114743.1705,131039.0053,141874.8972,174058.1894,170348.5234,
1075,16767.0,75569.0,TX,Nash,105991.2614,107127.707,116303.7289,124943.601,142359.7792,151014.9473,
1076,16792.0,77702.0,TX,Beaumont,102984.7752,116212.4261,121975.3243,124967.2523,135853.6511,136847.7634,
1077,16851.0,75778.0,TX,Murchison,135098.0677,143937.1019,153704.7154,173885.7816,216979.4032,225831.5827,
1078,16890.0,78407.0,TX,Corpus Christi,74533.96385,78424.57755,85385.83758,98276.93489,93431.25015,95219.88944,
1079,16894.0,76055.0,TX,Itasca,112960.0707,124498.3155,132349.7603,147890.251,181667.1981,189364.0116,
1080,16986.0,76035.0,TX,Cresson,275818.7165,293397.6231,304737.1412,355495.8141,431741.8644,466765.4902,
1081,17018.0,78638.0,TX,Kingsbury,225628.0221,228920.4032,246011.821,249408.9142,365945.8364,338427.1573,
1082,17045.0,75980.0,TX,Zavalla,114478.5245,119457.6811,138885.8365,153626.2976,178420.1557,165622.7193,
1083,17045.0,77426.0,TX,Chappell Hill,294610.3677,303738.4624,327797.401,366341.1671,462249.5383,513869.6096,
1084,17064.0,78056.0,TX,Mico,320696.9342,348902.5642,369935.5593,420900.5704,502526.4765,542422.3533,
1085,17067.0,75571.0,TX,Omaha,103697.2717,107966.5818,116034.6885,131310.6387,173752.7185,163059.2866,
1086,17080.0,75973.0,TX,Shelbyville,159205.2734,161272.0923,179807.2153,203372.8084,242439.5948,220910.6176,
1087,17087.0,78650.0,TX,McDade,221603.488,247040.2242,262572.1655,305278.0547,390577.7927,430294.448,
1088,17212.0,79095.0,TX,Wellington,71172.22935,69497.11645,68163.97871,72270.86631,79881.87663,79343.69092,
1089,17214.0,75833.0,TX,Centerville,135537.5475,140374.9726,153484.5851,168292.0398,214209.0156,209581.9752,
1090,17270.0,78940.0,TX,Fayetteville,344344.3892,364116.3309,380578.2922,463314.6968,569225.1112,587119.9279,
1091,17294.0,76430.0,TX,Albany,93981.13196,93248.79547,100461.6085,110300.8247,136524.1492,134270.8174,
1092,17350.0,79101.0,TX,Amarillo,65480.26483,66839.96991,69560.18726,78757.16072,89378.51739,102831.4637,
1093,17384.0,76511.0,TX,Bartlett,123726.8791,134037.6996,137834.7137,161190.2266,204461.737,218238.2874,
1094,17478.0,76059.0,TX,Cleburne,153168.3147,164747.6696,177782.5173,201449.6404,231557.0785,252718.6583,
1095,17507.0,79511.0,TX,Coahoma,164209.5688,179562.6651,179864.984,192696.7386,204121.8803,198414.3474,
1096,17515.0,76656.0,TX,Lott,137292.402,151516.888,151322.9635,165305.5714,203268.6362,190569.8687,
1097,17557.0,76530.0,TX,Granger,208612.4494,219587.609,217397.1594,241457.6459,313282.7017,311971.9528,
1098,17631.0,75417.0,TX,Bogata,113818.8299,115700.2836,123330.1915,134758.9964,159581.2606,163452.0823,
1099,17653.0,76433.0,TX,Bluff Dale,222339.0564,256700.3304,279281.5996,307401.1107,377445.1731,422166.6565,
1100,17670.0,77430.0,TX,Damon,206187.3318,218293.6459,227034.8387,248632.7132,300386.066,308224.9883,
1101,17696.0,79520.0,TX,Hamlin,67451.97129,77783.93546,75338.8988,80271.08227,83622.83608,89357.38063,
1102,17736.0,75681.0,TX,Mount Enterprise,127047.192,134113.2247,146988.228,156532.1601,177532.8313,190757.98,
1103,17759.0,79086.0,TX,Sunray,98835.66119,103431.9027,103026.7019,106993.1635,110673.0519,116925.8068,
1104,17764.0,75630.0,TX,Avinger,108416.901,115753.4228,116090.8934,124996.0824,150214.859,154000.4017,
1105,17774.0,79245.0,TX,Memphis,59428.79777,59836.59451,57320.54779,59937.9981,61723.47383,65567.9726,
1106,17849.0,78393.0,TX,Woodsboro,96524.6524,99906.93638,113752.9146,127935.5241,128912.5675,124018.0514,
1107,17865.0,75859.0,TX,Streetman,216853.9288,231638.7495,247365.4124,281875.3661,356423.6714,399425.9761,
1108,17907.0,78631.0,TX,Harper,243553.7624,252562.7679,260942.9917,293608.0639,383301.5556,381230.0731,
1109,17956.0,77861.0,TX,Iola,250640.5609,275646.9311,294370.0271,335145.8753,402559.4582,433284.8495,
1110,17968.0,78058.0,TX,Hunt,266319.6892,293226.1366,319824.7541,361726.8909,459364.74,478503.3692,
1111,18008.0,75163.0,TX,Trinidad,180284.5289,201677.4594,207521.0434,247896.8723,324018.7015,356641.5405,
1112,18028.0,79853.0,TX,Tornillo,90773.7809,99184.68103,106318.8717,116229.0605,129788.678,142695.2219,
1113,18039.0,79843.0,TX,Marfa,166563.6126,172432.8553,182661.0749,203146.1118,302466.1631,307515.5987,
1114,18048.0,75431.0,TX,Como,179055.9846,168323.3618,183729.5642,211047.9901,258435.8498,256708.7445,
1115,18071.0,75436.0,TX,Detroit,125556.8946,123831.1033,130086.7355,145712.0691,188143.5689,202838.1637,
1116,18101.0,76638.0,TX,Crawford,288841.5076,303844.1965,321651.2922,363770.6157,430692.8427,475674.2713,
1117,18189.0,76449.0,TX,Graford,301120.0125,317428.3893,326568.056,373351.0903,485308.2836,523726.6961,
1118,18191.0,75845.0,TX,Groveton,117581.5757,126892.8564,134292.8592,144652.4204,183725.5472,179404.3501,
1119,18205.0,78024.0,TX,Hunt,319493.1386,341536.5502,379737.0534,436799.5051,545913.0943,586056.3028,
1120,18228.0,78950.0,TX,New Ulm,285197.6088,302118.8968,317627.5927,350151.0286,448634.4643,453621.5623,
1121,18251.0,76270.0,TX,Alvord,248641.7859,261178.9621,286481.7658,331793.808,420117.7258,447560.583,
1122,18266.0,77455.0,TX,Louise,178012.0455,176691.7235,190608.2775,204488.5879,225887.2198,237756.9661,
1123,18269.0,76627.0,TX,Blum,133885.1956,139737.2431,148410.1923,172003.7272,227914.2011,222282.0086,
1124,18280.0,79325.0,TX,Farwell,125858.2552,126207.5635,135794.3118,146421.2882,175229.2472,170626.9189,
1125,18369.0,78933.0,TX,Cat Spring,269846.561,286483.3465,307827.7968,353903.2976,446960.7159,458657.1725,
1126,18420.0,77417.0,TX,Beasley,138005.7934,157060.1892,167747.0653,181271.7056,212519.6593,228391.3444,
1127,18487.0,78123.0,TX,McQueeney,333173.0306,344033.382,346523.9611,371837.4145,440983.5114,488832.6392,
1128,18489.0,78409.0,TX,Corpus Christi,141015.2369,144042.4518,157501.3281,167040.984,172288.2858,173654.9665,
1129,18584.0,77650.0,TX,Port Bolivar,256502.9673,254223.774,261139.4331,289988.9294,382446.5991,432978.7921,
1130,18589.0,76265.0,TX,Saint Jo,97502.30975,102275.0877,120265.8117,136224.837,167062.0478,185902.1514,
1131,18684.0,78055.0,TX,Medina,185179.5487,221361.15,222625.7023,258373.5306,322072.4511,360238.8085,
1132,18699.0,76701.0,TX,Waco,140799.1741,165376.2885,144322.3623,161432.9304,203827.6676,229289.058,
1133,18709.0,77534.0,TX,Danbury,187385.9712,196327.6522,209305.5924,217966.0161,249187.723,254448.3377,
1134,18737.0,75246.0,TX,Dallas,237041.532,261944.1936,285157.5471,311938.5353,345595.7469,376570.289,
1135,18754.0,76366.0,TX,Holliday,114247.3622,123838.3782,130049.6367,145497.4206,163354.1649,175835.3627,
1136,18772.0,79545.0,TX,Roscoe,90878.56798,99560.94996,103958.4541,111672.6391,125353.2131,128675.129,
1137,18935.0,75931.0,TX,Brookeland,133920.6912,148187.0096,159849.5742,175600.4102,218871.328,229675.6385,
1138,18952.0,75479.0,TX,Savoy,144246.95,159551.9433,173195.1845,194171.8788,240960.815,254396.8844,
1139,18983.0,77364.0,TX,Point Blank,151711.1748,162843.0574,168864.0898,184042.4967,230716.4185,227092.4239,
1140,19194.0,76093.0,TX,Rio Vista,150220.0941,165212.5462,180524.5165,200930.9564,244745.1896,261122.1138,
1141,19235.0,79322.0,TX,Crosbyton,66353.43111,73197.32963,76070.20948,81721.04052,85848.92176,73855.06416,
1142,19312.0,76064.0,TX,Maypearl,213955.395,225245.7314,234701.0218,250386.8667,306196.4424,324390.8411,
1143,19324.0,76475.0,TX,Strawn,160492.9471,181305.1737,183376.9783,201264.9162,239419.7945,262398.3468,
1144,19328.0,76687.0,TX,Thornton,172140.0831,188297.2737,191798.8869,213820.7937,283404.8605,295123.6793,
1145,19333.0,78953.0,TX,Rosanky,267153.4488,279425.4181,295996.9808,356421.8423,491758.0953,533872.6214,
1146,19450.0,76935.0,TX,Christoval,210014.0849,221107.5633,252973.0185,270905.6216,333923.1094,345695.6997,
1147,19493.0,76271.0,TX,Tioga,204012.9627,220228.6551,231028.2563,258972.3484,318445.8205,357046.5498,
1148,19540.0,78205.0,TX,San Antonio,441912.6553,463477.527,473217.532,476731.5922,524628.9795,539758.0233,
1149,19577.0,78543.0,TX,Elsa,55133.18543,63279.91847,64906.24022,80427.07786,88732.0299,110488.7923,
1150,19632.0,76443.0,TX,Cross Plains,79025.72785,89730.20207,93836.00772,100659.9905,120052.1021,112716.9826,
1151,19794.0,75490.0,TX,Trenton,201591.425,223759.7335,240390.4587,261593.6499,327886.8176,364498.4933,
1152,19855.0,79358.0,TX,Ropesville,149729.8299,152930.5767,165507.9446,184443.1231,215599.3802,221984.9049,
1153,19866.0,75933.0,TX,Call,118377.9619,126057.1486,141852.1134,115463.8817,131243.9963,137340.7081,
1154,19878.0,75555.0,TX,Bivins,121415.8845,122499.8876,134105.8889,153586.3179,204981.3333,193818.5774,
1155,19914.0,77872.0,TX,North Zulch,184558.7578,196009.7058,207632.3506,232398.9584,298035.1018,322219.1124,
1156,19940.0,76861.0,TX,Miles,139001.318,144093.022,168323.837,181977.4379,228150.7491,209298.0703,
1157,20051.0,76857.0,TX,May,151452.8201,169566.5162,173121.7216,195288.0872,190832.2001,171123.5254,
1158,20116.0,75929.0,TX,Broaddus,80486.0259,94515.69762,104261.6256,113162.098,140932.9481,143778.5953,
1159,20122.0,76554.0,TX,Little River Academy,130658.2887,144634.6373,160454.0947,176794.2293,208944.6653,236091.7975,
1160,20172.0,76471.0,TX,Rising Star,93600.2469,106922.3463,114088.204,128845.4625,177093.7649,174255.8458,
1161,20307.0,79019.0,TX,Claude,120676.8186,126330.5785,133061.4554,140057.8088,171696.2087,169120.7578,
1162,20354.0,77975.0,TX,Moulton,153756.4883,162996.2833,172619.4731,182916.5122,219364.9449,228182.3175,
1163,20423.0,79525.0,TX,Hawley,149064.2202,163585.0785,171224.1467,188605.7642,230858.6712,233727.7029,
1164,20438.0,76636.0,TX,Covington,186610.6006,204326.4191,217608.3745,250806.6068,319060.5781,315807.7348,
1165,20456.0,75667.0,TX,Laneville,136826.8802,138269.8447,151730.5045,162233.0361,187855.9644,204006.9508,
1166,20461.0,76626.0,TX,Blooming Grove,129846.8471,140658.4128,159911.6813,175526.0181,221219.6579,223083.8882,
1167,20486.0,76561.0,TX,Mc Gregor,117268.7152,130804.5079,140694.9817,166697.9735,199004.8462,221511.5496,
1168,20588.0,78656.0,TX,Maxwell,173891.6104,188142.1157,202316.3679,230177.0573,289583.0947,329795.9152,
1169,20613.0,76639.0,TX,Dawson,85176.63287,98269.25319,112739.023,119176.3446,145133.2011,160403.4231,
1170,20694.0,76671.0,TX,Whitney,95888.57443,105199.3363,107449.5081,124601.7139,156913.9534,185149.3435,
1171,20833.0,75480.0,TX,Scroggins,320970.2652,340775.8909,358238.7704,414052.5635,530195.4814,567381.8016,
1172,20845.0,76453.0,TX,Gordon,177838.6375,206106.5507,220616.5665,240207.5093,303232.9236,325542.871,
1173,20867.0,76578.0,TX,Thrall,207561.7805,220345.7255,231108.3524,262148.2464,339457.0235,345245.4056,
1174,20873.0,75451.0,TX,Leesburg,136612.67,157189.1549,157562.3583,172150.5085,235451.4704,242165.6329,
1175,21095.0,75554.0,TX,Avery,112694.8536,110992.2925,117802.9137,129908.4708,162710.4076,171403.7155,
1176,21135.0,75435.0,TX,Deport,99280.86543,104478.2283,103270.6385,118465.8056,150593.3626,155908.1281,
1177,21166.0,77622.0,TX,Hamshire,192494.42,187270.2917,199670.4022,209317.8321,219150.6132,228125.9771,
1178,21277.0,75449.0,TX,Ladonia,96533.54573,110954.3202,125470.8317,147177.351,184068.3896,184933.307,
1179,21344.0,77873.0,TX,Richards,190173.8593,195856.6272,216363.1406,248165.14,320447.4131,340208.6218,
1180,21344.0,76070.0,TX,Nemo,292737.9897,307575.228,327388.0335,365918.8276,454765.483,513691.4924,
1181,21415.0,76690.0,TX,Meridian,107419.3139,116786.609,128197.7827,145194.0273,179296.2327,178919.219,
1182,21431.0,78954.0,TX,Round Top,359697.2738,408487.7259,440767.0112,575016.905,791733.879,984725.2491,
1183,21452.0,78946.0,TX,Ledbetter,267764.4326,284884.8542,302510.8824,355346.039,431203.9409,443568.5332,
1184,21466.0,78623.0,TX,Blanco,287489.5938,294090.2873,318502.6511,355859.0666,435686.8222,479589.7208,
1185,21507.0,76941.0,TX,Mertzon,173348.3645,178639.4281,188719.0559,206163.7191,236329.4844,234742.6113,
