,SizeRank,ZipCode,State,City,1/31/2018,1/31/2019,1/31/2020,1/31/2021,1/31/2022,1/31/2023,12/31/2023
1186,21587.0,76670.0,TX,Italy,114021.774,127956.2319,152763.0686,170622.6157,212242.6501,205964.7801,
1187,21748.0,76673.0,TX,Mount Calm,112889.0952,126104.2492,135639.2391,161894.4218,209111.7202,201980.8435,
1188,21767.0,77983.0,TX,Seadrift,119236.8988,124604.5421,131243.5188,144443.4725,163750.6341,172472.2506,
1189,21947.0,79343.0,TX,Lorenzo,80947.01542,91927.64062,93425.61189,97021.63261,96938.10361,92935.21476,
1190,21958.0,76890.0,TX,Zephyr,193495.2712,203834.3857,209681.1106,241626.2198,339953.9724,342625.4955,
1191,22169.0,79526.0,TX,Hermleigh,122938.7925,122265.1969,130394.9322,135759.427,160173.6619,141239.7965,
1192,22430.0,79563.0,TX,Tye,71015.34597,77511.65277,74547.16281,92220.25407,103474.8664,111759.5933,
1193,22445.0,77046.0,TX,Houston,286867.8668,286856.059,303978.8889,308571.337,327604.0301,305539.3815,
1194,22474.0,77482.0,TX,Van Vleck,176630.4524,188001.538,185497.9106,193394.2096,216667.6825,218885.9205,
1195,22680.0,77951.0,TX,Victoria,73738.67149,80886.30102,89574.12877,101980.3809,104485.344,116375.885,
1196,22710.0,78663.0,TX,Round Mountain,400344.9551,427862.7154,448542.2728,532696.3601,763700.5515,828739.0837,
1197,22968.0,79508.0,TX,Buffalo Gap,169840.3819,177772.6244,170036.1133,191234.8762,217540.7121,221356.4835,
1198,23089.0,75932.0,TX,Burkeville,125632.3617,132632.6535,154040.9985,155552.1632,186810.9143,201919.9986,
1199,23245.0,78609.0,TX,Buchanan Dam,187051.2285,202381.5134,213011.5842,245835.8269,333913.2708,373809.876,
1200,23316.0,76239.0,TX,Forestburg,216982.8797,233763.0624,252470.5506,279767.2072,368125.5315,390892.839,
1201,23995.0,78829.0,TX,Batesville,44246.18019,44802.64627,48973.2712,50965.69138,66897.68043,74145.88222,
1202,24045.0,78932.0,TX,Burton,267250.3445,291295.0259,319167.0187,394597.5524,495624.4635,589307.289,
1203,24090.0,78873.0,TX,Leakey,172427.4405,191934.5968,200762.8855,225170.2526,304299.6281,321857.1787,
1204,24310.0,78004.0,TX,Bergheim,416343.8559,429400.2733,449255.4051,519373.3311,561349.259,616835.3903,
1205,24951.0,75447.0,TX,Ivanhoe,174910.2245,190954.3275,207956.219,233459.9285,295193.7714,316246.2226,
1206,25174.0,78579.0,TX,Progreso,56533.50717,61318.05093,73420.09067,91664.31746,95331.81393,112686.3199,
1207,25488.0,75438.0,TX,Dodd City,160851.8638,180115.2311,190818.6511,213832.8096,261357.7319,287088.7005,
1208,25632.0,78872.0,TX,La Pryor,59429.74816,65345.48694,65300.69562,69451.41952,79255.97308,87627.02038,
1209,26613.0,78562.0,TX,La Villa,60844.01015,69401.20418,70459.23978,81719.70013,90285.89898,109519.2959,
1210,26755.0,78549.0,TX,Hargill,34827.81621,41781.41026,46668.99445,61705.31102,60955.98298,75839.12395,
1211,28619.0,78672.0,TX,Tow,132234.917,142701.7468,147214.6019,171199.476,229220.2202,267642.6777,
1212,29295.0,78147.0,TX,Floresville,165653.9278,160316.8891,166440.8645,185194.7147,209513.8439,225693.1545,
1213,30368.0,78402.0,TX,Corpus Christi,76281.98529,76490.83514,79169.40254,88053.56474,110704.7323,122297.5505,
1214,30490.0,76005.0,TX,Arlington,389644.3995,399233.1221,403391.5469,427111.4485,497945.5112,532213.34,
1215,39992.0,78358.0,TX,Fulton,179322.0951,189619.5139,201098.1329,224416.283,254632.9385,270213.3328,
1216,39992.0,79366.0,TX,Ransom Canyon,281704.9311,297603.0451,302945.877,312591.5708,343169.0189,358376.2628,
1217,,,TX,Austin,,,,,,,467458.3989
1218,,,TX,Dallas,,,,,,,389368.7268
1219,,,TX,El Paso,,,,,,,216901.3534
1220,,,TX,Houston,,,,,,,314333.1532
1221,,,TX,San Antonio,,,,,,,298244.8421
